Star ,RA,Dec,Vmag,Bmag,Umag
27933,  12.835, -33.200,18.517,18.974,18.880
27938,  14.093, -32.021,16.054,16.344,16.593
27941,  -0.342, -46.054,18.826,19.319,19.240
27943,  23.032, -23.434,16.878,17.613,17.690
27949,  19.444, -26.940,18.804,19.354,19.233
27955,   3.229, -42.723,18.965,19.543,19.397
27956,   3.095, -42.857,18.880,19.410,19.400
27963,  20.389, -26.187,15.988,16.135,16.486
27980,  12.209, -34.282,16.861,17.547,17.677
27981,  18.985, -27.760,15.301,15.282,15.211
27991,  29.205, -17.998,17.954,18.646,18.666
28022,   8.388, -38.416,18.275,19.049,19.029
28023,  25.887, -21.504,18.161,18.833,18.837
28025,   9.112, -37.732,18.021,18.675,18.575
28032, -10.522, -56.904,18.992,19.352,19.275
28034,   6.104, -40.753,18.968,19.505,19.388
28035,  28.535, -19.076,18.472,19.061,19.040
28051,   4.313, -42.686,18.668,19.279,19.191
28054,   3.388, -43.605,14.394,15.251,15.629
28056,  26.377, -21.396,17.834,18.410,18.344
28057,  26.136, -21.628,18.352,18.957,18.935
28068,  -3.071, -49.986,18.901,19.389,19.295
28082,  26.652, -21.339,18.914,19.442,19.363
28090,  10.157, -37.352,18.962,19.459,19.361
28104,  28.419, -19.801,13.211,14.433,15.357
28111,   5.043, -42.475,18.095,18.774,18.763
28113,  13.983, -33.828,16.228,16.982,17.146
28117,   7.559, -40.102,18.514,19.118,19.050
28119,  31.141, -17.339,15.888,16.374,16.537
28127,  -0.346, -47.855,13.416,14.648,15.399
28145,  -6.426, -54.002,16.917,17.558,17.708
28146,  33.898, -14.971,17.028,17.015,16.708
28156,  25.688, -22.963,17.896,18.624,18.654
28158,  -8.719, -56.353,18.524,19.093,19.003
28163,  -8.348, -56.031,17.002,17.703,17.749
28178,  -1.655, -49.666,17.829,18.547,18.569
28179,  35.876, -13.380,18.797,19.382,19.312
28187,  34.826, -14.486,17.173,17.203,16.876
28196, -10.045, -58.106,18.722,19.293,19.166
28197,  17.598, -31.266,18.364,18.926,18.888
28221,  25.935, -23.504,17.613,18.261,18.241
28224,  23.207, -26.219,18.926,19.484,19.349
28225,   0.076, -48.640,15.482,16.269,16.516
28237,   8.646, -40.423,18.766,19.326,19.195
28242,  -0.074, -48.928,17.236,17.895,17.924
28245,  10.946, -38.234,17.657,18.307,18.333
28248,   6.237, -42.831,18.918,19.395,19.330
28249,  13.244, -36.044,18.322,18.970,18.908
28264,  19.442, -30.185,18.929,19.388,19.367
28265,  16.897, -32.656,18.785,19.261,19.173
28277,   6.714, -42.637,15.470,16.282,16.568
28295,  19.163, -30.752,17.840,18.582,18.562
28309,  21.936, -28.186,16.579,17.338,17.453
28311,  32.975, -17.556,18.758,19.274,19.256
28321,  20.605, -29.626,17.272,17.969,18.002
28327,  28.892, -21.662,16.916,17.696,17.739
28329,  25.190, -25.250,18.936,19.415,19.324
28330,  -8.774, -58.239,18.627,19.151,19.073
28339,   3.236, -46.675,18.982,19.439,19.350
28343,  -9.858, -59.484,18.091,18.698,18.725
28347,  31.044, -19.859,18.943,19.503,19.439
28380,  12.487, -38.067,18.574,19.176,19.061
28381,  31.654, -19.556,17.775,18.446,18.423
28391,  32.694, -18.645,18.771,19.363,19.314
28393,  13.869, -36.848,16.111,16.533,16.736
28413,  35.689, -16.026,16.794,17.525,17.625
28421,  -1.059, -51.681,17.582,17.547,17.134
28427,  33.032, -18.727,18.483,18.967,18.903
28430,   6.258, -44.669,15.990,16.154,16.484
28448,   1.134, -49.822,18.089,18.807,18.747
28455,   5.415, -45.712,18.586,19.170,19.114
28464,  -7.226, -58.098,18.808,19.393,19.278
28468,  29.365, -22.655,18.657,19.277,19.159
28477,  18.030, -33.697,18.628,19.086,18.977
28479,  32.787, -19.460,18.769,19.377,19.250
28485,   5.531, -45.878,18.901,19.389,19.363
28488,  27.738, -24.438,18.799,19.465,19.303
28496,  22.298, -29.741,18.973,19.397,19.478
28501,   3.177, -48.291,17.829,17.796,17.386
28511, -13.254, -64.437,18.745,19.250,19.140
28514,  21.923, -30.291,16.398,16.476,16.620
28516,   1.040, -50.560,15.890,16.661,16.804
28529,  -8.204, -59.685,16.701,17.449,17.560
28535,  11.898, -40.201,18.677,19.122,19.294
28539,  24.491, -28.042,18.576,19.080,19.035
28550,  27.502, -25.246,18.653,19.212,19.112
28561,  -8.361, -60.122,16.056,16.143,16.489
28590,  35.931, -17.462,14.097,15.054,15.334
28593,  -3.076, -55.267,16.247,16.982,17.129
28599,   8.102, -44.480,17.360,17.377,17.020
28602,  33.221, -20.233,17.385,18.109,18.169
28607, -12.788, -64.929,17.952,18.086,18.286
28611,  34.789, -18.821,18.986,19.457,19.397
28622,  32.409, -21.193,18.260,18.953,18.905
28625,  12.958, -40.027,16.799,17.546,17.617
28626,   2.027, -50.639,18.978,19.447,19.451
28629,  13.260, -39.748,18.915,19.400,19.344
28634,  35.117, -18.673,15.799,16.397,16.483
28636,  37.348, -16.542,17.614,17.612,17.201
28640,  22.601, -30.791,17.165,17.894,17.982
28643,  14.211, -38.929,18.236,18.900,18.848
28655,  18.114, -35.290,16.183,16.933,17.040
28666,  36.364, -17.798,16.473,17.267,17.331
28669,  28.093, -25.784,18.167,18.785,18.801
28673,   7.378, -45.941,17.810,17.797,17.351
28679,   4.041, -49.277,15.413,16.271,16.521
28680,  35.420, -18.918,18.922,19.391,19.376
28687,  25.454, -28.617,17.982,18.620,18.530
28699,  22.168, -31.997,16.928,16.925,16.692
28727,  -0.862, -54.765,17.651,18.338,18.332
28732,  11.469, -42.900,18.880,19.390,19.271
28739,  36.531, -18.705,14.419,15.324,15.828
28745,  28.480, -26.568,16.843,17.595,17.665
28749,   7.428, -47.003,15.447,16.281,16.510
28752,  25.757, -29.272,15.616,16.443,16.678
28753,  19.165, -35.679,17.622,17.581,17.152
28761,  -5.840, -60.007,18.010,18.694,18.681
28763,  17.367, -37.497,16.049,16.441,16.594
28771,   4.292, -50.296,18.146,18.785,18.791
28781,  32.809, -22.805,18.714,19.291,19.210
28784,  27.861, -27.618,18.114,18.830,18.868
28799,  23.349, -32.212,18.715,19.242,19.227
28800,   0.973, -53.910,18.996,19.435,19.397
28801, -10.142, -64.741,15.950,16.673,16.811
28806,  -7.707, -62.421,16.069,16.149,16.478
28807,  22.850, -32.765,16.590,17.360,17.448
28812,  13.706, -41.625,15.191,16.016,16.341
28826,  19.220, -36.416,17.582,18.272,18.319
28832,  37.536, -18.799,18.710,19.334,19.272
28835,  13.203, -42.378,18.395,18.986,18.948
28838,  21.942, -33.937,15.421,16.266,16.537
28847,  -9.040, -64.192,18.294,18.907,18.913
28849,  25.048, -31.146,17.646,18.358,18.370
28865,  -3.780, -59.338,18.730,19.265,19.144
28867,  37.670, -19.220,18.253,18.897,18.916
28877,  24.025, -32.483,18.670,19.279,19.163
28880,  20.728, -35.685,18.826,19.239,19.169
28881,  13.322, -42.859,18.397,18.972,18.965
28896,  -5.205, -61.075,18.346,18.952,18.892
28899,  26.301, -30.525,18.470,18.929,18.849
28917,  27.167, -29.896,18.885,19.420,19.291
28918,  19.162, -37.638,16.045,16.847,16.991
28919,  12.596, -44.010,18.881,19.324,19.264
28932,   8.410, -48.259,18.998,19.540,19.452
28937,  22.022, -35.102,13.484,14.496,15.259
28942,  16.138, -40.892,16.969,17.660,17.679
28943,  12.064, -44.842,15.074,15.962,16.263
28950,  -0.181, -56.759,18.824,19.420,19.313
28952,  -9.267, -65.622,16.846,16.779,16.510
28961,  20.463, -36.861,16.055,16.155,16.506
28964,  -1.795, -58.520,17.720,17.670,17.270
28965, -10.287, -66.790,18.888,19.316,19.251
28977,  27.816, -29.995,18.107,18.779,18.746
28989,  23.857, -34.055,18.033,18.685,18.694
28990,  22.739, -35.137,18.715,19.336,19.180
29015,  -8.282, -65.587,18.976,19.476,19.351
29019,  29.730, -28.741,18.870,19.319,19.300
29037,  28.318, -30.414,18.388,19.040,18.994
29055,  28.831, -30.087,17.901,18.589,18.605
29096,   8.550, -50.198,14.315,15.290,15.745
29097,   4.165, -54.476,18.847,19.344,19.354
29108,  20.660, -38.588,18.959,19.432,19.371
29113,   7.332, -51.569,17.855,18.528,18.529
29129,  26.620, -33.146,18.884,19.341,19.279
29132,  23.284, -36.394,17.855,17.844,17.326
29133,  10.360, -48.937,17.410,18.140,18.186
29140,   0.310, -58.779,14.010,14.920,15.548
29144,  42.402, -18.086,18.959,19.482,19.439
29146,  -0.734, -59.913,18.893,19.376,19.362
29149,  28.482, -31.606,16.073,16.468,16.660
29160,  18.977, -40.902,18.972,19.351,19.331
29172,   5.680, -54.018,18.485,19.109,19.024
29182,  41.529, -19.483,18.940,19.495,19.371
29206,  -9.180, -69.048,15.871,16.702,16.940
29210,  23.092, -37.738,18.778,19.300,19.206
29221,  43.087, -18.607,18.747,19.190,19.196
29224,   1.695, -58.701,18.256,18.845,18.833
29233,  22.186, -38.902,17.705,18.355,18.348
29235,  26.190, -35.061,18.830,19.367,19.318
29257,  -0.680, -61.449,18.769,19.225,19.185
29258,  -8.943, -69.489,18.852,19.353,19.257
29259,  -7.557, -68.145,18.281,18.923,18.879
29264,  22.126, -39.398,18.895,19.361,19.271
29269,  13.989, -47.320,14.928,15.801,16.101
29272,  41.810, -20.474,15.007,15.816,16.070
29273,   5.750, -55.397,18.857,19.360,19.261
29280,  27.692, -34.161,17.568,18.316,18.326
29282,  25.154, -36.671,18.314,18.997,18.918
29297,  30.714, -31.568,17.029,17.748,17.832
29302,  -1.998, -63.316,16.734,17.460,17.529
29313,  25.912, -36.405,18.408,19.020,19.005
29320,  14.507, -47.527,17.541,18.164,18.220
29322,  -5.631, -67.116,15.930,16.011,16.322
29325,  12.102, -49.920,15.811,16.631,16.818
29354,  44.611, -18.917,17.430,18.123,18.137
29372,  -1.663, -64.037,17.465,17.487,17.133
29376,  20.791, -42.282,18.746,19.186,19.165
29383,  15.171, -47.841,18.610,19.197,19.142
29393,  -0.664, -63.326,15.020,15.880,16.172
29401,  15.497, -47.743,16.107,16.584,16.748
29403,  33.449, -30.429,18.762,19.281,19.235
29424,  18.405, -45.261,18.987,19.452,19.446
29428,  14.305, -49.269,12.980,14.315,15.264
29429,  22.358, -41.478,18.963,19.454,19.431
29443,  21.789, -42.295,17.609,17.564,17.164
29447,  36.651, -28.014,17.736,18.425,18.453
29457,  42.580, -22.402,18.033,18.741,18.707
29475,  22.322, -42.246,18.931,19.444,19.361
29477,  18.144, -46.357,18.514,19.111,19.021
29478,  26.449, -38.329,17.044,17.770,17.817
29481,  36.444, -28.683,18.997,19.506,19.403
29483,  43.949, -21.462,18.718,19.365,19.240
29495,  20.270, -44.542,18.269,18.886,18.883
29514,  31.342, -34.092,18.906,19.356,19.350
29519,  25.602, -39.723,18.803,19.431,19.284
29521,  26.001, -39.350,18.449,19.061,19.030
29523,  -6.237, -70.651,17.875,18.581,18.598
29539,  29.522, -36.167,15.560,16.375,16.559
29544,  33.497, -32.348,14.273,15.173,15.712
29548,  32.424, -33.457,18.370,19.007,18.964
29550,  21.217, -44.322,18.726,19.268,19.193
29554,   8.500, -56.702,18.603,19.120,19.059
29573,  32.645, -33.556,17.045,17.769,17.861
29577,  -2.377, -67.617,18.903,19.430,19.337
29582,  19.830, -46.122,18.974,19.379,19.372
29600,  27.152, -39.303,18.735,19.284,19.131
29603,  25.111, -41.297,16.835,17.562,17.650
29606,  22.514, -43.843,18.828,19.326,19.272
29610,   7.788, -58.179,16.066,16.323,16.586
29613,  19.697, -46.690,16.916,17.631,17.765
29626,  15.310, -51.071,17.926,18.916,18.841
29627,  12.969, -53.374,16.940,17.675,17.749
29640,   7.887, -58.487,18.728,19.372,19.268
29653,  -3.793, -70.007,16.712,17.438,17.543
29663,  21.779, -45.350,14.795,15.644,16.012
29666,  24.651, -42.581,14.435,15.253,15.674
29678,  13.510, -53.545,17.132,17.150,16.859
29679,  37.648, -30.182,16.221,16.986,17.147
29680,  25.668, -41.798,18.703,19.218,19.163
29682,  31.113, -36.548,18.101,18.759,18.750
29692,  19.487, -47.989,15.104,15.961,16.304
29702,  25.190, -42.665,18.445,19.031,18.908
29715,  44.717, -23.938,18.591,19.216,19.109
29718,   7.906, -59.596,18.971,19.491,19.397
29732,  45.256, -23.578,18.577,19.207,19.118
29734,  20.838, -47.226,18.895,19.401,19.335
29736,   4.588, -62.992,18.985,19.427,19.389
29740,  27.800, -40.580,18.976,19.461,19.387
29765,  38.146, -30.976,18.841,19.307,19.237
29770,  16.793, -51.786,18.837,19.323,19.213
29778,  29.314, -39.712,17.987,18.699,18.650
29790,  36.509, -32.855,18.229,18.947,18.839
29812,  22.146, -46.983,18.651,19.228,19.123
29815,  31.847, -37.698,15.899,16.689,16.886
29822,  12.319, -56.752,18.708,19.191,19.083
29828,  24.442, -45.082,18.542,19.112,19.091
29846,  34.899, -35.186,18.761,19.328,19.225
29854,  43.411, -27.128,18.937,19.409,19.373
29864,  43.399, -27.316,18.960,19.602,19.473
29871,  11.605, -58.230,18.569,19.110,19.098
29872,  -4.770, -74.126,18.540,19.099,19.045
29883,  17.476, -52.803,18.511,19.120,19.026
29885,  16.058, -54.236,16.274,16.350,16.587
29890,  20.081, -50.394,17.561,18.246,18.260
29897,   5.418, -64.710,13.488,14.641,15.407
29899,  -1.745, -71.664,16.963,16.898,16.533
29906,  44.294, -27.194,18.554,19.367,19.222
29939,  33.477, -38.178,15.927,16.160,16.474
29942,  24.446, -46.973,18.866,19.306,19.267
29947,   7.494, -63.504,18.881,19.410,19.335
29959,  34.833, -37.290,18.922,19.418,19.350
29964,   9.208, -62.192,18.142,18.767,18.796
29971,   3.116, -68.187,18.650,19.261,19.142
29978,  37.673, -34.787,18.315,19.031,19.028
29983,  22.105, -49.940,18.752,19.254,19.199
29991,  41.752, -31.146,18.559,19.180,19.061
30007,  33.647, -39.223,18.456,19.001,18.958
30014,  22.979, -49.718,17.002,17.697,17.777
30021,  43.968, -29.500,18.979,19.515,19.403
30036,  -0.693, -72.955,18.871,19.405,19.308
30043,   2.756, -69.808,18.616,19.159,19.083
30057,  20.663, -52.663,17.883,18.519,18.551
30067,  22.449, -51.076,18.704,19.264,19.140
30069,  37.032, -37.012,18.614,19.291,19.195
30070,  15.393, -57.989,18.088,18.872,18.770
30079,  13.781, -59.832,16.736,17.436,17.530
30082,  31.125, -43.067,15.848,16.632,16.853
30083,  38.697, -35.779,18.919,19.425,19.349
30085,  32.374, -41.922,18.989,19.488,19.385
30107,  13.524, -60.411,18.857,19.285,19.255
30118,   6.899, -67.027,17.906,17.830,17.327
30143,  11.385, -63.161,18.998,19.469,19.394
30150,  45.799, -29.925,17.800,18.512,18.498
30153,  20.030, -54.925,18.799,19.337,19.229
30161,  31.912, -43.614,18.472,19.032,19.011
30164,  33.742, -41.871,18.824,19.358,19.242
30189,  14.553, -60.892,18.844,19.373,19.252
30190,  39.764, -36.501,18.781,19.296,19.203
30196,  36.220, -40.025,18.428,19.018,18.996
30198,  27.176, -48.792,15.682,16.516,16.715
30216,  13.434, -62.440,17.701,18.422,18.389
30234,  34.585, -42.260,18.537,19.074,18.949
30253,  26.552, -50.366,16.911,16.972,16.604
30279,  14.545, -62.518,14.959,15.841,16.153
30280,  36.646, -41.120,17.821,18.540,18.548
30298,  42.260, -36.162,18.364,19.035,19.006
30304,  17.654, -60.023,18.526,19.157,19.109
30313,  33.128, -45.254,18.760,19.330,19.217
30316,  32.520, -45.910,18.461,19.065,18.973
30332,  25.018, -53.515,18.610,19.201,19.078
30342,  28.303, -50.511,15.150,16.050,16.395
30345,  38.695, -40.583,18.708,19.225,19.126
30347,  44.816, -34.669,18.855,19.334,19.247
30350,   2.189, -75.995,18.178,18.932,18.894
30359,  38.297, -41.280,17.132,17.842,17.880
30372,  32.925, -46.779,18.862,19.373,19.304
30377,   8.801, -70.270,17.641,18.336,18.373
30378,  41.785, -38.400,18.256,18.880,18.794
30412,  28.323, -52.218,18.968,19.526,19.443
30423,  51.820, -29.742,18.993,19.450,19.404
30427,   8.971, -71.276,18.533,19.089,19.032
30433,  35.425, -45.846,13.677,14.739,15.420
30479,  26.572, -55.677,18.795,19.349,19.219
30482,  13.968, -67.920,18.454,18.999,18.910
30489,  30.820, -51.705,15.156,16.010,16.354
30500,  43.854, -39.262,18.847,19.428,19.349
30506,  35.298, -47.653,18.020,18.697,18.702
30536,  36.491, -47.050,16.469,17.228,17.347
30568,  31.757, -52.220,18.620,19.192,19.125
30571,  35.203, -48.945,16.259,16.323,16.562
30574,  41.939, -42.497,17.962,18.674,18.659
30594,  11.732, -72.240,18.960,19.539,19.409
30596,  22.595, -61.773,18.926,19.348,19.278
30607,  52.838, -32.794,17.017,17.795,17.800
30620,  32.723, -52.500,17.510,18.213,18.237
30641,  23.597, -61.741,16.655,17.388,17.510
30642,  25.989, -59.458,15.338,16.176,16.453
30643,  14.278, -70.800,18.283,18.931,18.854
30648,  49.824, -36.454,16.221,17.001,17.198
30655,  28.965, -56.814,18.981,19.460,19.350
30680,  20.323, -65.680,18.900,19.386,19.276
30703,  54.596, -32.996,17.913,18.612,18.581
30708,  34.092, -52.992,18.503,19.156,19.085
30711,  37.214, -50.062,18.871,19.354,19.282
30718,   3.616, -82.649,18.385,18.989,18.960
30734,  50.256, -37.878,18.981,19.463,19.443
30736,  40.027, -47.822,18.601,19.166,19.102
30752,  23.251, -64.464,17.048,17.809,17.803
30754,  14.753, -72.717,18.969,19.481,19.363
30769,  19.952, -67.932,18.397,18.987,18.923
30771,  32.799, -55.553,16.135,16.609,16.766
30772,  35.499, -53.007,16.688,17.440,17.533
30810,  43.785, -45.680,18.581,19.214,19.098
30860,  39.021, -51.548,18.928,19.481,19.389
30883,  53.210, -38.580,18.493,19.107,19.087
30890,  12.887, -77.717,18.112,18.719,18.701
30899,  38.969, -52.715,16.127,16.928,17.060
30916,  46.677, -45.490,18.641,19.182,19.141
30920,  24.815, -66.700,17.666,17.646,17.223
30924,  27.953, -63.746,15.249,16.096,16.403
30925,  47.084, -45.210,18.612,19.177,19.138
30931,  26.625, -65.128,18.251,18.921,18.845
30932,  34.120, -57.917,18.900,19.347,19.299
30942,  11.662, -79.865,17.849,17.825,17.404
30969,  42.476, -50.793,18.765,19.280,19.207
30970,  45.115, -48.366,18.744,19.308,19.211
30994,  29.408, -64.283,17.092,17.803,17.915
31012,  32.206, -61.962,18.409,19.019,18.980
31014,  15.251, -78.455,18.929,19.431,19.374
31016,  22.472, -71.555,18.782,19.352,19.196
31025,  33.070, -61.507,18.338,19.085,19.003
31031,  17.070, -77.170,18.072,18.682,18.670
31040,  34.153, -60.794,18.869,19.329,19.234
31069,  31.529, -64.198,17.028,17.789,17.830
31072,  43.325, -52.863,16.915,17.652,17.723
31074,   8.220, -86.766,18.954,19.354,19.314
31078,  19.736, -75.779,17.799,18.524,18.527
31079,  43.743, -52.603,18.097,18.779,18.785
31115,  38.354, -58.657,17.624,18.336,18.357
31116,  27.490, -69.165,17.620,17.571,17.143
31128,  39.859, -57.505,18.728,19.377,19.279
31135,  11.718, -84.733,16.150,16.214,16.548
31143,  35.355, -62.070,17.560,18.240,18.240
31150,  53.515, -44.672,18.073,18.721,18.739
31162,  45.932, -52.375,16.575,17.315,17.423
31163,  14.655, -82.594,14.928,15.671,15.927
31166,  23.818, -73.855,18.885,19.378,19.266
31173,  44.472, -54.037,18.815,19.374,19.279
31209,  43.031, -56.347,18.876,19.382,19.279
31217,  15.757, -83.128,18.047,18.627,18.662
31229,  54.486, -46.131,16.029,16.200,16.533
31249,  32.986, -67.374,18.645,19.684,19.401
31253,  24.930, -75.290,18.722,19.263,19.187
31254,  38.102, -62.597,17.531,18.220,18.235
31273,  37.560, -63.650,13.039,14.361,15.398
31284,  24.454, -76.610,16.826,16.829,16.617
31292,  16.013, -84.892,18.884,19.358,19.278
31293,  45.734, -56.220,18.855,19.446,19.333
31302,  21.718, -79.767,18.820,19.336,19.217
31303,  59.732, -42.953,18.948,19.471,19.348
31308,  53.620, -49.092,17.616,18.306,18.359
31318,  46.378, -56.266,15.955,16.748,16.924
31323,  16.377, -85.282,13.538,14.756,15.439
31325,  58.420, -44.766,18.332,19.015,18.981
31328,  55.757, -47.428,15.793,16.571,16.762
31329,  57.448, -45.849,17.725,18.457,18.425
31332,  63.508, -39.980,17.556,17.559,17.130
31341,  50.706, -52.888,14.601,15.388,15.765
31343,  57.301, -46.515,17.461,18.181,18.184
31355,  32.968, -70.267,18.818,19.336,19.267
31370,  45.155, -58.906,16.078,16.195,16.520
31386,  58.118, -46.715,18.944,19.390,19.378
31392,  64.411, -40.706,18.965,19.397,19.341
31394,  53.309, -51.571,18.551,19.185,19.106
31432,  48.874, -56.894,16.770,17.523,17.582
31434,  34.421, -70.936,15.989,16.799,16.945
31442,  51.739, -54.470,15.942,16.201,16.530
31454,  48.907, -57.517,18.887,19.372,19.314
31460,  51.550, -55.111,17.808,18.526,18.522
31501,  14.199, -92.166,18.547,19.148,19.067
31503,  46.821, -60.860,16.470,17.245,17.318
31505,  63.339, -44.787,18.992,19.512,19.450
31515,  24.624, -82.589,18.142,18.760,18.763
31526,  41.562, -66.787,18.602,19.213,19.131
31538,  16.409, -91.463,17.869,18.811,18.839
31539,  52.426, -56.784,16.127,16.630,16.766
31549,  59.891, -49.851,17.222,17.965,18.040
31556,  14.954, -93.431,18.681,19.261,19.113
31558,  41.083, -68.388,18.730,19.296,19.210
31571,  57.213, -53.606,18.937,19.443,19.327
31576,  54.067, -56.796,17.552,18.210,18.180
31579,  36.842, -73.654,18.956,19.431,19.328
31586,  67.591, -44.008,18.889,19.324,19.305
31601,  43.479, -67.982,18.928,19.398,19.341
31619,  58.297, -54.433,15.892,16.704,16.855
31622,  51.028, -61.734,17.098,17.133,16.884
31641,  39.072, -73.867,18.380,19.022,18.866
31652,  17.602, -94.919,17.429,18.100,18.145
31653,  37.995, -75.386,18.923,19.465,19.323
31674,  62.255, -52.744,15.795,16.141,16.425
31675,  28.535, -85.473,15.958,16.117,16.455
31689,  53.022, -62.164,15.047,15.790,16.007
31691,  58.477, -56.863,18.847,19.409,19.320
31693,  67.550, -48.129,18.586,19.222,19.132
31696,  47.913, -67.320,15.334,16.158,16.432
31719,  44.323, -71.589,18.622,19.162,19.134
31727,  42.032, -74.152,18.507,19.116,18.966
31730,  61.676, -55.309,17.863,18.523,18.541
