Star ,RA,Dec,Vmag,Bmag,Umag
24331,  87.971,  26.763,18.978,19.509,19.389
24354,  86.627,  28.717,18.819,19.344,19.233
24358, 106.629,   8.529,18.108,18.780,18.763
24364,  85.446,  30.145,18.133,18.790,18.732
24379,  70.381,  45.738,18.447,19.122,19.048
24382,  79.707,  36.536,18.469,19.143,19.062
24386, 112.663,   3.301,16.671,17.412,17.459
24402,  78.646,  38.163,18.192,18.879,18.838
24426, 118.997,  -1.553,17.163,17.137,16.763
24428, 101.367,  16.469,18.949,19.395,19.347
24429,  96.808,  21.103,18.879,19.441,19.310
24430,  72.744,  45.371,18.638,19.208,19.126
24432,  84.374,  33.700,18.970,19.507,19.409
24456, 112.655,   6.095,18.308,18.925,18.916
24457, 119.027,  -0.409,18.908,19.498,19.335
24462,  87.044,  32.339,18.124,18.744,18.727
24473,  88.496,  31.283,17.760,17.765,17.226
24491,  97.836,  22.748,18.250,18.874,18.873
24522,  90.631,  31.444,18.795,19.314,19.180
24523,  96.549,  25.498,18.805,19.309,19.225
24529,  84.634,  37.698,18.669,19.239,19.145
24539, 107.783,  14.814,14.256,15.220,15.722
24566,  92.015,  31.851,14.067,15.043,15.619
24567,  88.775,  35.427,18.300,18.978,18.874
24588,  87.484,  37.611,18.049,18.028,17.521
24602,  74.764,  50.971,18.640,19.294,19.118
24605, 111.865,  13.550,18.128,18.826,18.766
24620,  81.220,  45.193,17.026,17.055,16.801
24629,  86.881,  39.944,18.901,19.462,19.294
24631, 105.072,  21.692,17.802,18.467,18.459
24650,  93.331,  34.468,17.915,18.600,18.551
24683, 107.814,  21.123,16.537,16.578,16.679
24686, 124.441,   4.343,16.161,16.518,16.677
24707,  93.239,  37.145,18.184,18.093,17.485
24751,  86.846,  45.095,16.587,17.313,17.373
24764,  94.982,  37.553,18.876,19.395,19.296
24766,  98.520,  34.123,16.685,17.423,17.489
24775,  81.378,  51.739,15.485,16.312,16.502
24808, -11.653, -33.585,18.550,19.209,19.087
24813,  -7.274, -29.376,17.231,17.926,17.988
24814,   9.620, -13.018,18.943,19.426,19.369
24816,  -2.805, -25.035,18.156,18.676,18.609
24819,  22.075,  -1.112,18.639,19.140,19.054
24821,  -5.098, -27.294,16.961,17.635,17.726
24825,   5.353, -17.226,18.887,19.440,19.356
24827,  13.909,  -9.007,17.368,17.996,18.023
24828,  -1.899, -24.277,17.858,17.848,17.381
24830,   8.618, -14.121,18.941,19.444,19.410
24831,   3.854, -18.736,18.161,18.794,18.777
24834,  14.836,  -8.189,15.151,16.036,16.313
24843, -20.216, -42.321,18.413,18.942,18.964
24847,   6.428, -16.408,17.892,18.522,18.545
24848,  14.659,  -8.494,17.530,18.295,18.275
24850, -14.549, -36.819,18.091,18.717,18.657
24851,  21.609,  -1.867,18.779,19.291,19.153
24857,  25.026,   1.351,15.675,16.496,16.697
24861,   8.297, -14.695,18.968,19.567,19.448
24868,  10.930, -12.179,18.667,19.196,19.115
24872,  -8.118, -30.633,18.463,19.074,19.058
24883,  13.618,  -9.705,18.677,19.168,19.153
24885,  21.972,  -1.724,18.946,19.524,19.269
24892,  11.633, -11.669,18.689,19.191,19.147
24900,  21.930,  -1.871,18.766,19.186,19.166
24913, -23.709, -46.205,18.106,18.667,18.612
24915,  18.047,  -5.667,18.659,19.282,19.174
24919,   9.092, -14.301,18.924,19.416,19.431
24921,  -1.883, -24.925,18.946,19.398,19.275
24925,  11.823, -11.708,18.981,19.579,19.452
24933,  14.259,  -9.432,18.807,19.277,19.173
24936,  21.016,  -2.970,18.146,18.654,18.518
24937,  13.053, -10.598,18.372,18.849,18.743
24940,   2.869, -20.447,18.789,19.211,19.297
24941,  16.206,  -7.609,16.506,17.279,17.396
24953,  24.987,   0.696,15.960,16.247,16.426
24954,  -9.463, -32.526,17.454,18.149,18.194
24959,  17.455,  -6.539,18.812,19.344,19.231
24969,   5.201, -18.390,18.828,19.651,19.739
24977,  -8.870, -32.101,15.830,16.604,16.767
24983,  13.100, -10.841,18.402,18.862,18.803
24989,   7.346, -16.409,17.508,18.418,18.405
24992,   2.416, -21.216,18.823,19.504,19.540
25003, -22.388, -45.509,17.963,18.611,18.556
25008,  -3.839, -27.384,18.862,19.360,19.261
25014,  20.608,  -3.866,18.965,19.524,19.346
25019,  17.813,  -6.555,18.055,18.750,18.695
25022,   7.563, -16.419,18.350,19.218,19.133
25026,  13.538, -10.677,18.757,19.354,19.304
25031,  -6.222, -29.835,18.206,18.882,18.839
25039,  15.326,  -9.049,17.689,18.363,18.388
25045,  14.334, -10.039,16.589,17.353,17.450
25051,  19.293,  -5.316,18.739,19.297,19.171
25054,   5.707, -18.402,18.700,19.342,19.261
25057,  13.595, -10.825,18.668,19.179,19.266
25059,   0.067, -23.886,18.464,19.065,18.998
25065,  -5.512, -29.374,18.993,19.365,19.342
25068,   5.669, -18.540,17.611,18.190,18.158
25070,  18.112,  -6.594,18.647,19.149,19.054
25078,  12.981, -11.568,18.474,19.138,19.084
25086,   6.734, -17.666,17.207,17.889,17.933
25096,   4.932, -19.441,15.714,16.575,16.739
25100,  -1.001, -25.218,18.636,19.197,19.109
25101,   0.003, -24.252,16.328,17.118,17.234
25124,  15.844,  -9.145,16.821,17.554,17.646
25127, -15.089, -39.141,18.834,19.318,19.239
25130,  22.807,  -2.528,18.798,19.263,19.146
25133,  14.364, -10.628,18.557,19.114,19.365
25138,  16.216,  -8.877,18.570,19.208,19.119
25141,   6.612, -18.127,18.321,18.840,18.749
25143,  17.691,  -7.475,18.953,19.535,19.421
25149,  25.482,  -0.071,18.276,18.731,18.689
25150,  -4.525, -28.967,18.723,19.190,19.106
25155,  17.329,  -7.886,17.603,18.240,18.211
25161,  17.178,  -8.039,18.641,19.107,19.050
25164,  10.747, -14.257,18.998,19.511,19.428
25166, -14.439, -38.723,15.982,16.114,16.482
25180,   5.248, -19.641,18.932,19.398,19.312
25185,   9.628, -15.450,18.826,19.569,19.530
25188,   9.774, -15.322,16.654,17.403,17.504
25203,  14.107, -11.272,18.745,19.285,19.115
25206,  -9.352, -34.027,18.877,19.338,19.269
25222,  15.212, -10.395,17.922,18.634,18.626
25224,  26.162,   0.065,18.713,19.205,19.121
25225,  -2.145, -27.170,18.544,19.191,19.166
25244,  -7.900, -32.851,13.102,14.411,15.224
25252, -25.915, -50.531,18.882,19.453,19.295
25255,  15.135, -10.611,17.969,18.631,18.577
25265, -16.230, -41.119,18.932,19.385,19.299
25271,  17.907,  -8.037,18.904,19.486,19.542
25275,   1.407, -23.982,18.971,19.469,19.368
25279,  15.494, -10.413,17.674,17.818,18.011
25281,  16.831,  -9.134,18.924,19.235,19.077
25287,  -3.473, -28.777,17.820,18.494,18.490
25288,  20.958,  -5.222,18.706,19.167,19.144
25297, -10.873, -36.030,18.493,19.144,19.023
25300,  16.156,  -9.886,18.948,19.456,19.360
25304, -11.772, -36.947,18.587,19.263,18.819
25311,  22.204,  -4.176,18.785,19.296,19.189
25313,   5.233, -20.511,15.716,16.546,16.739
25315,   7.137, -18.684,18.558,18.982,18.896
25319,   9.330, -16.578,18.702,19.168,19.067
25323,  18.162,  -8.102,16.251,17.014,17.164
25329,  -6.389, -31.868,18.798,19.331,19.239
25331,   0.829, -24.857,18.912,19.391,19.335
25333,  25.342,  -1.303,16.009,16.175,16.518
25341,  14.070, -12.130,18.011,18.676,18.676
25348,   2.565, -23.297,18.545,19.125,19.067
25354,   8.185, -17.888,17.080,17.781,17.808
25355,   2.093, -23.783,18.635,19.084,18.962
25357,  24.191,  -2.549,18.106,18.636,18.578
25365,  15.435, -11.001,18.286,18.937,18.813
25368,  -8.265, -33.962,17.136,17.837,17.888
25369, -11.923, -37.534,18.634,19.105,19.043
25376,  17.192,  -9.352,16.350,17.120,17.214
25379,  23.615,  -3.223,18.554,19.126,18.993
25381,  25.776,  -1.168,18.872,19.339,19.246
25383,   3.018, -23.041,18.872,19.351,19.363
25388,  12.084, -14.317,18.906,19.482,19.385
25393,  13.522, -12.949,17.057,17.993,17.905
25394,   6.113, -20.098,18.662,19.240,19.037
25409,  -8.725, -34.577,18.762,19.169,19.192
25413,   5.868, -20.436,15.840,16.035,16.395
25418,   3.390, -22.871,18.985,19.373,19.222
25419,  13.475, -13.142,15.993,16.165,16.497
25424,  12.306, -14.326,16.998,17.706,17.779
25426,  20.647,  -6.333,18.898,19.485,19.717
25428,  18.273,  -8.614,16.465,16.467,16.597
25434,   6.481, -20.015,17.218,17.926,17.972
25435,   7.478, -19.073,18.982,19.394,19.227
25441,  20.790,  -6.299,18.032,18.710,18.598
25443,  -8.625, -34.732,17.978,18.625,18.506
25444,  25.448,  -1.862,16.914,17.604,17.675
25452,   4.678, -21.853,18.966,19.369,19.273
25459,  16.246, -10.730,18.421,18.742,18.774
25460, -17.214, -43.222,13.110,14.359,15.223
25475,  20.048,  -7.173,18.774,19.330,19.232
25489,  -3.751, -30.250,18.526,19.104,19.032
25494,  22.942,  -4.534,18.770,19.338,19.203
25501,   3.711, -23.107,18.702,19.212,19.175
25505,  22.777,  -4.781,16.353,17.144,17.230
25508,  14.508, -12.720,15.011,15.911,16.230
25512,  -2.386, -29.101,18.900,19.371,19.288
25517, -10.597, -37.144,18.961,19.411,19.347
25518,   7.232, -19.842,16.685,17.467,17.517
25523,  21.888,  -5.800,18.704,19.281,19.178
25531, -10.930, -37.600,17.370,18.089,18.098
25536, -19.661, -46.201,17.244,17.910,18.004
25540,   5.314, -21.857,18.634,19.153,19.000
25544,   0.127, -26.891,16.168,16.554,16.706
25555,   9.040, -18.334,18.989,19.438,19.379
25556,  25.138,  -2.897,18.610,19.183,19.082
25560,  14.008, -13.580,18.600,19.114,19.074
25575,  11.945, -15.687,18.427,18.894,18.812
25582,  23.778,  -4.365,18.846,19.331,19.256
25585,  23.162,  -5.003,18.793,19.399,19.215
25598,  -0.973, -28.323,17.900,18.577,18.514
25605,  26.259,  -2.143,18.638,19.231,19.158
25613,   2.596, -24.932,18.020,18.708,18.666
25628,  10.811, -17.086,18.806,19.270,19.162
25630,   3.888, -23.783,18.419,18.990,18.962
25631,  17.990, -10.196,18.815,19.220,19.172
25640,  17.729, -10.521,16.378,17.141,17.261
25650,  11.521, -16.555,16.986,17.715,17.835
25652,   0.275, -27.443,17.624,18.288,18.257
25653,   7.198, -20.756,18.513,19.097,19.003
25657,  19.257,  -9.176,18.967,19.602,19.394
25663,  10.748, -17.422,18.872,19.429,19.340
25664,  14.631, -13.689,18.526,19.108,19.035
25677,  22.184,  -6.526,18.584,19.226,19.112
25678,   7.633, -20.519,18.535,19.057,18.928
25680,  -1.389, -29.282,18.758,19.336,19.229
25682,  15.925, -12.557,17.785,18.492,18.460
25684, -19.715, -47.202,17.004,17.720,17.799
25689,   2.254, -25.787,16.995,17.715,17.756
25693,  17.509, -11.093,15.863,16.157,16.145
25703,  20.673,  -8.103,16.011,16.782,16.947
25710,  19.186,  -9.551,17.771,18.347,18.253
25715,  14.202, -14.371,17.308,18.018,18.044
25721,   6.107, -22.221,18.658,19.319,19.187
25722,   8.551, -19.863,18.702,19.191,19.121
25724,   6.713, -21.653,17.694,18.360,18.384
25727,  15.930, -12.787,18.806,19.237,19.253
25731,  14.717, -13.974,18.773,19.400,19.288
25734,  19.429,  -9.468,18.561,19.144,19.005
25749,  -8.346, -36.401,17.956,18.694,18.641
25755,  17.522, -11.400,18.691,19.248,19.164
25780,   3.647, -24.966,18.839,19.413,19.287
25783,  16.807, -12.295,15.537,15.786,16.186
25790,  20.693,  -8.631,18.877,19.304,19.229
25791,  -8.250, -36.634,18.906,19.358,19.247
25800,  11.828, -17.228,18.576,19.126,19.008
25804,   0.003, -28.692,18.569,19.144,19.063
25814,  14.873, -14.426,16.717,16.707,16.490
25815,  27.399,  -2.427,18.364,18.498,18.518
25816,   2.563, -26.325,18.977,19.494,19.361
25826,  19.177, -10.354,18.869,19.369,19.319
25827, -13.940, -42.467,17.533,18.156,18.221
25828,   9.463, -19.728,17.375,18.076,18.113
25831,   2.023, -26.941,18.647,19.174,19.073
25834,  24.103,  -5.685,17.938,18.597,18.562
25836,  18.060, -11.478,18.048,18.666,18.600
25837, -10.819, -39.458,18.989,19.408,19.352
25838,  15.963, -13.495,16.076,16.869,17.043
25853, -12.175, -40.887,18.535,19.435,19.415
25872,   3.980, -25.282,18.602,19.166,19.059
25881,  -2.734, -31.852,18.754,19.255,19.207
25895,   3.277, -26.108,18.820,19.347,19.354
25898,  27.084,  -3.242,18.978,19.468,19.474
25915,  10.585, -19.151,18.818,19.307,19.228
25917,  -6.868, -36.094,16.778,17.502,17.569
25926,  21.437,  -8.794,18.433,19.144,19.075
25929,  21.168,  -9.076,15.958,16.140,16.458
25931,  16.519, -13.558,18.767,19.267,19.127
25933,   7.885, -21.897,18.253,18.891,18.851
25941, -21.052, -50.132,13.790,14.928,15.520
25948,  13.066, -16.975,18.038,18.713,18.687
25950,   2.749, -26.954,18.661,19.209,19.106
25951,  22.647,  -7.780,17.567,18.283,18.293
25953,  -7.630, -37.081,18.847,19.368,19.254
25959,  19.280, -11.076,18.822,19.347,19.247
25960,  25.331,  -5.280,18.070,18.657,18.670
25964,   8.452, -21.531,17.566,18.281,18.295
25971,   3.507, -26.348,15.939,16.098,16.442
25974,  13.591, -16.627,17.615,18.300,18.317
25975,  26.112,  -4.617,17.337,18.230,18.316
25978,  18.301, -12.111,17.363,18.044,18.103
26007,  19.711, -10.909,18.608,19.292,19.157
26008,  13.173, -17.242,18.680,19.110,19.056
26012,  19.842, -10.842,18.508,19.121,19.059
26024,  28.369,  -2.747,18.701,19.197,19.106
26029,  17.911, -12.783,15.285,16.128,16.428
26036,  10.989, -19.512,18.281,18.888,18.841
26046,  -7.821, -37.845,15.857,15.946,16.341
26047,  19.988, -10.938,18.303,18.965,18.978
26056,   6.551, -23.930,17.052,17.739,17.754
26059,   6.993, -23.530,18.225,18.822,18.792
26061,  26.389,  -4.891,18.420,19.035,19.003
26070,  28.362,  -3.085,18.875,19.378,19.309
26071, -14.537, -44.596,18.944,19.378,19.288
26076,  13.822, -17.072,18.006,18.029,17.461
26078,  26.682,  -4.742,16.883,17.609,17.670
26080,   6.420, -24.250,18.588,19.138,19.073
26086,  11.954, -18.926,18.747,19.166,19.041
26091,  15.421, -15.614,18.748,19.197,19.131
26094,  14.524, -16.484,18.909,19.446,19.334
26100,  17.154, -13.991,18.300,18.926,18.824
26116,   1.635, -29.065,15.676,15.888,16.201
26129,  28.185,  -3.566,17.411,18.147,18.214
26158,  21.738,  -9.959,18.756,19.254,19.164
26161,  18.536, -13.041,17.919,18.705,18.615
26170,  -6.121, -36.971,16.157,16.904,17.056
26173,  26.910,  -5.098,15.183,16.037,16.277
26178,  14.629, -16.904,16.923,17.644,17.689
26184, -12.392, -43.188,18.714,19.163,19.142
26189,   3.475, -27.766,16.007,16.115,16.492
26199,  19.873, -12.031,18.928,19.523,19.480
26200, -16.140, -46.993,17.054,17.770,17.816
26201,  -0.036, -31.286,16.118,16.169,16.480
26205,  -6.092, -37.243,14.916,15.796,16.124
26217,  13.636, -18.220,18.605,19.204,19.055
26218,  19.689, -12.406,18.774,19.411,19.271
26223, -12.090, -43.245,18.766,19.236,19.103
26235, -17.523, -48.688,18.389,18.964,18.933
26241,  -1.038, -32.631,13.921,14.939,15.465
26245,  15.286, -16.867,15.316,15.981,16.132
26259,  11.527, -20.590,18.962,19.495,19.421
26261,  12.513, -19.650,15.324,15.347,15.632
26267,   3.670, -28.250,18.963,19.337,19.295
26269,  -4.692, -36.398,14.798,15.604,15.896
26273, -12.507, -44.051,18.142,18.778,18.753
26281,   9.052, -23.140,18.822,19.472,19.391
26284,  22.285, -10.420,16.868,17.609,17.636
26309, -19.726, -51.382,16.950,17.644,17.710
26311,  22.813, -10.100,17.430,18.197,18.186
26329,   1.050, -31.294,18.817,19.468,19.277
26338,   9.325, -23.355,15.759,16.064,16.268
26346,  23.866,  -9.386,18.091,18.061,17.525
26355, -18.772, -50.801,18.644,19.143,19.053
26360,  29.233,  -4.350,17.942,18.548,18.590
26366,  22.959, -10.399,15.930,16.742,16.884
26370,  -7.085, -39.487,18.265,18.212,17.667
26373,  20.686, -12.615,18.991,19.502,19.453
26376,   1.381, -31.286,18.721,19.269,19.182
26379, -16.461, -48.734,15.964,16.046,16.412
26391,  -6.667, -39.237,15.880,16.088,16.400
26398,   0.033, -32.753,18.620,19.190,19.124
26399,  17.901, -15.477,18.193,18.674,18.556
26401,  12.712, -20.484,18.829,19.267,19.209
26407,   2.813, -30.109,18.882,19.341,19.219
26412,  -3.836, -36.636,18.893,19.246,19.161
26422,  11.571, -21.732,16.019,16.827,16.996
26425,  10.115, -23.176,16.756,17.443,17.490
26428,  16.268, -17.250,17.997,18.677,18.592
26430,  -1.803, -34.751,18.101,18.617,18.531
26453,  16.663, -17.047,15.027,15.693,15.890
26459,  23.266, -10.752,16.862,16.868,16.683
26472,   2.296, -31.125,16.800,17.474,17.610
26476,  -8.211, -41.379,18.824,19.255,19.146
26479,  12.087, -21.690,18.568,19.158,19.148
26488,   7.093, -26.582,18.874,19.418,19.312
26507,  -6.652, -40.101,18.604,19.172,19.067
26512,  29.731,  -4.991,17.944,17.898,17.416
26515,   1.988, -31.732,16.975,17.685,17.760
26525,  -5.755, -39.333,17.369,18.053,18.084
26529,  19.837, -14.575,18.680,19.255,19.107
26530, -18.868, -52.185,18.749,19.305,19.152
26546,  18.206, -16.220,16.529,16.550,16.651
26549,  15.518, -18.888,15.233,16.105,16.329
26553,  16.511, -17.983,17.808,18.533,18.525
26560, -17.780, -51.390,18.080,18.700,18.700
26566, -11.613, -45.374,18.150,18.779,18.736
26575,  24.510, -10.453,17.431,18.095,18.156
26576,   2.089, -32.095,16.971,17.732,17.783
26585,  29.172,  -6.052,18.256,18.858,18.922
26586,  20.220, -14.645,16.533,17.293,17.363
26616,  26.228,  -9.068,17.480,18.206,18.228
26618, -12.664, -46.760,15.668,16.470,16.701
26619,  23.121, -12.084,15.725,16.015,16.332
26620,  -4.271, -38.584,18.724,19.235,18.952
26630,  13.745, -21.173,18.956,19.380,19.333
26638,   7.411, -27.337,17.382,18.081,18.121
26640,  -8.644, -42.967,18.281,18.939,18.898
26650, -11.401, -45.731,17.350,18.000,18.056
26651, -11.936, -46.254,16.911,17.606,17.710
26657,  13.356, -21.702,17.431,18.129,18.164
26669,  19.021, -16.350,17.813,17.986,18.093
26674,  24.252, -11.365,17.887,18.489,18.447
26679,  23.506, -12.137,17.703,18.369,18.291
26714,  21.448, -14.334,18.384,19.080,18.996
26715,  22.852, -12.995,18.697,19.254,19.161
26735,  23.516, -12.483,15.147,15.900,16.113
26743,   0.327, -34.977,15.442,16.274,16.472
26748,  13.716, -22.024,18.708,19.206,19.184
26750,  14.290, -21.497,18.963,19.348,19.284
26758,  22.446, -13.708,18.412,18.938,18.790
26760,   2.375, -33.113,18.871,19.395,19.305
26772, -11.224, -46.437,15.418,16.265,16.576
26774,  -3.606, -39.018,18.075,18.714,18.689
26789, -16.404, -51.602,18.980,19.368,19.331
26790,   1.560, -34.075,16.454,17.200,17.307
26796,  23.077, -13.349,15.176,16.049,16.312
26810,  25.049, -11.574,17.971,18.604,18.626
26815,  16.645, -19.685,18.929,19.444,19.304
26833,  28.927,  -8.017,18.936,19.448,19.325
26839,   0.481, -35.506,18.327,19.019,18.926
26840,   9.329, -26.927,18.898,19.426,19.304
26841,  19.312, -17.304,18.568,19.103,19.044
26848,  -9.042, -44.941,18.931,19.394,19.273
26860,  14.943, -21.744,16.300,17.042,17.188
26865,  21.224, -15.711,18.795,19.368,19.281
26870,  19.079, -17.794,17.719,18.414,18.393
26881,  -7.535, -43.688,18.983,19.609,19.507
26895,  -0.691, -37.163,17.281,17.978,18.012
26905,  31.904,  -5.797,18.726,19.192,19.219
26912,  27.614,  -9.960,18.411,19.062,19.004
26920,  21.087, -16.279,18.695,19.248,19.162
26925,  17.392, -19.898,17.506,18.177,18.202
26928,  11.622, -25.489,16.085,16.218,16.545
26932,  -3.433, -40.140,14.898,15.770,16.132
26933,  -7.556, -44.165,14.726,15.601,15.990
26978,  -1.184, -38.286,15.542,16.366,16.634
26983,   0.177, -36.983,18.740,19.243,19.207
26988,  13.649, -24.009,16.676,17.411,17.527
26990,  18.427, -19.444,18.975,19.509,19.400
26993,   3.260, -34.148,18.748,19.325,19.235
26995,  29.238,  -9.099,16.784,17.548,17.613
27001,   9.635, -28.064,18.897,19.362,19.310
27002,  -2.352, -39.700,18.703,19.271,19.245
27004,  16.984, -20.967,18.988,19.510,19.423
27006,  -4.960, -42.255,18.525,19.134,19.060
27013,  24.895, -13.435,18.988,19.454,19.375
27014,  15.955, -22.042,18.526,19.108,19.063
27018,   9.363, -28.439,18.836,19.331,19.220
27019,  15.785, -22.239,18.778,19.253,19.191
27028,   7.870, -29.978,15.400,16.259,16.459
27029,  25.336, -13.133,18.626,19.208,19.108
27034,   6.736, -31.113,18.821,19.371,19.208
27037,  23.935, -14.530,18.565,19.220,19.082
27038,  19.743, -18.563,17.684,18.409,18.384
27047,  -2.173, -39.899,17.067,17.022,16.730
27052,  -0.632, -38.428,17.362,17.352,16.999
27054,  13.521, -24.727,16.428,17.168,17.297
27059,  11.747, -26.458,18.864,19.334,19.236
27061,  -9.032, -46.678,18.329,18.956,18.940
27077,   5.783, -32.428,15.838,15.979,16.269
27079,  12.205, -26.217,18.954,19.390,19.337
27088,  14.132, -24.428,17.338,17.368,16.973
27092, -14.536, -52.365,18.168,18.753,18.770
27093,  27.282, -11.829,18.495,19.162,19.052
27097,  17.369, -21.398,18.314,18.540,18.708
27105,  28.246, -11.025,18.813,19.334,19.228
27110,  18.942, -19.986,18.846,19.459,19.391
27112,  -2.256, -40.532,18.555,19.132,19.089
27117,  20.382, -18.632,15.847,16.670,16.884
27121,  22.459, -16.650,18.768,19.241,19.165
27122,  18.446, -20.517,18.893,19.451,19.320
27128,  18.061, -20.931,18.997,19.472,19.358
27140,  13.664, -25.296,17.425,18.132,18.123
27159,  31.117,  -8.640,18.778,19.338,19.232
27161,  14.616, -24.532,18.195,18.833,18.734
27165,  11.174, -27.881,17.513,18.204,18.210
27167,  12.766, -26.399,18.330,18.202,17.687
27174,  23.788, -15.839,18.383,18.991,18.891
27176,  13.474, -25.807,18.539,19.096,19.030
27188,  -3.859, -42.718,18.639,19.241,19.175
27190,   6.865, -32.328,13.508,14.591,15.304
27198,  22.679, -17.134,18.543,19.156,19.143
27200,  12.985, -26.489,18.771,19.257,19.162
27201,  16.249, -23.338,18.636,19.159,19.183
27208,  19.656, -20.120,14.933,15.813,16.131
27212,  22.293, -17.600,15.843,15.977,16.343
27214,  -4.294, -43.359,18.480,19.063,19.012
27217,  24.616, -15.392,18.811,19.321,19.198
27220,   3.368, -35.949,18.414,19.099,19.014
27228,  -3.896, -43.045,16.089,16.860,16.987
27230,  22.586, -17.413,17.560,18.276,18.155
27237,  28.930, -11.386,17.925,18.646,18.585
27247,  18.798, -21.233,18.829,19.309,19.173
27250,  22.223, -17.969,18.627,19.260,19.140
27254,  13.089, -26.812,16.441,17.219,17.300
27259,  19.022, -21.123,18.627,19.338,19.248
27263, -11.642, -50.918,18.733,19.212,19.098
27265, -18.383, -57.530,18.433,18.904,18.769
27268, -11.312, -50.621,18.782,19.027,19.079
27277, -10.286, -49.663,18.989,19.491,19.378
27285,   7.004, -32.882,16.582,17.312,17.387
27295,  28.218, -12.520,17.461,18.178,18.171
27303, -11.887, -51.486,18.972,19.459,19.324
27307,  12.988, -27.312,17.967,18.657,18.637
27317,  13.611, -26.822,18.072,18.737,18.689
27328,  21.847, -18.940,18.711,19.300,19.172
27329,   7.996, -32.340,17.093,17.810,17.866
27330,  20.174, -20.571,15.398,16.143,16.352
27335,  29.567, -11.600,18.939,19.493,19.419
27342,  16.979, -23.779,18.990,19.462,19.438
27345,   4.754, -35.644,17.602,18.266,18.277
27355,  33.401,  -8.102,18.412,18.954,18.904
27366,  -6.056, -46.316,18.732,19.218,19.108
27375,  29.814, -11.737,16.714,16.754,16.733
27382,  33.724,  -8.068,16.330,17.125,17.251
27383,   2.768, -37.941,18.780,19.586,19.462
27392,  31.353, -10.436,18.613,19.144,19.078
27395,  10.950, -30.127,18.854,19.327,19.260
27400,  34.050,  -7.938,16.722,17.522,17.563
27401,   9.340, -31.748,16.974,17.677,17.756
27402,  30.481, -11.386,17.625,18.288,18.281
27407,  32.492,  -9.510,18.398,19.092,19.046
27411,   8.285, -32.871,17.736,18.405,18.455
27416,  17.607, -23.911,17.265,17.966,18.024
27421,  16.346, -25.147,18.116,18.815,18.789
27433,   5.537, -35.730,18.125,18.776,18.755
27438,  19.823, -21.947,18.953,19.420,19.339
27440,  20.330, -21.493,18.264,18.898,18.844
27443,  25.722, -16.339,18.944,19.475,19.341
27445,   8.333, -33.148,18.903,19.364,19.242
27447, -12.565, -53.505,18.419,19.022,18.951
27462,  31.190, -11.183,18.999,19.499,19.406
27476,  32.386, -10.098,18.965,19.502,19.392
27477,  22.633, -19.499,18.948,19.495,19.388
27481,  22.381, -19.764,18.143,18.833,18.822
27484, -13.942, -55.063,13.812,14.826,15.433
27486,  25.891, -16.460,18.626,19.150,19.069
27488,  30.793, -11.764,15.136,15.791,15.969
27490,  -0.061, -41.594,18.435,19.026,19.011
27518,  18.142, -24.208,16.232,16.277,16.473
27528,  21.407, -21.155,16.086,16.546,16.725
27534,  13.583, -28.764,18.901,19.390,19.327
27581,   6.956, -35.588,18.434,19.100,18.968
27582,  16.499, -26.356,15.349,16.195,16.440
27586,  27.224, -16.075,18.752,19.234,19.189
27587,  27.055, -16.238,18.334,19.002,18.875
27598, -11.553, -53.750,18.970,19.377,19.343
27603,  31.534, -12.059,18.991,19.472,19.376
27604,   3.286, -39.344,12.938,14.204,15.192
27605,  -6.174, -48.592,16.814,16.821,16.762
27617,  15.073, -28.068,15.205,16.062,16.249
27620,  15.778, -27.425,17.343,18.071,18.050
27628,  19.876, -23.508,17.292,18.006,18.001
27633,  28.190, -15.579,15.372,16.233,16.460
27634,   9.089, -34.072,18.750,19.178,19.143
27643,  21.995, -21.665,18.883,19.342,19.274
27647,  27.779, -16.150,18.511,19.166,19.055
27656,  -6.437, -49.361,15.792,16.566,16.767
27663,  24.459, -19.467,18.520,18.452,17.829
27668,  24.929, -19.060,18.095,18.795,18.735
27671,  35.171,  -9.291,14.916,15.828,16.180
27677,   1.469, -41.925,18.831,19.274,19.177
27699,  28.369, -16.118,18.970,19.658,19.588
27702,   5.067, -38.669,18.962,19.444,19.336
27705, -12.226, -55.535,18.806,19.230,19.190
27706,  28.922, -15.643,18.926,19.594,19.413
27714,  23.274, -21.139,18.180,18.893,18.844
27723,  18.017, -26.271,18.451,19.095,18.989
27736,  11.683, -32.552,18.665,19.231,19.162
27742,  28.709, -16.176,18.468,19.091,18.992
27743, -14.069, -57.687,18.918,19.363,19.292
27755,  -9.002, -52.813,18.946,19.368,19.236
27766,  25.249, -19.688,18.416,19.005,18.867
27776,  -1.491, -45.652,18.746,19.309,19.217
27819,  25.316, -20.007,18.855,19.361,19.326
27830,  15.055, -29.984,18.748,19.146,19.079
27839, -11.614, -55.984,17.015,17.733,17.767
27851,   8.154, -36.873,18.983,19.461,19.391
27853,  22.211, -23.291,15.440,16.311,16.544
27868,  26.339, -19.453,18.203,18.474,18.504
27874,  26.573, -19.317,18.482,18.998,18.929
27894,  -6.601, -51.780,17.651,18.336,18.350
27909,  24.446, -21.843,16.124,16.481,16.646
27910,   0.726, -44.817,18.899,19.442,19.324
27922,  29.111, -17.402,18.920,19.425,19.362
27928,   6.583, -39.229,15.666,16.052,16.334
27930,  25.396, -21.051,18.493,19.154,19.085
27931,  34.285, -12.500,17.522,18.232,18.246
